FEATURE_1	FEATURE_2	FEATURE_3	FEATURE_4	FEATURE_5	AD_ID	CONTROL	RESPONSE	TIME
2	1	2	1	5	1	1	0	Day 1, 19:00
1	1	2	2	4	2	0	0	Day 1, 18:00
2	1	3	1	4	1	0	0	Day 1, 18:00
2	1	2	2	2	1	0	0	Day 1, 19:00
2	1	2	2	5	1	0	0	Day 1, 16:00
2	2	2	2	3	2	0	0	Day 1, 16:00
1	1	4	4	4	2	1	0	Day 1, 16:00
3	1	3	1	1	1	1	0	Day 1, 19:00
1	1	4	1	3	1	0	0	Day 1, 19:00
1	1	4	1	2	1	1	0	Day 1, 16:00
3	1	4	1	2	1	0	0	Day 1, 18:00
2	1	4	2	4	1	0	0	Day 1, 16:00
5	2	2	2	4	3	1	0	Day 1, 19:00
1	1	3	1	2	2	0	0	Day 1, 16:00
1	1	3	1	2	1	1	0	Day 1, 18:00
1	1	2	2	5	3	0	0	Day 1, 20:00
3	1	3	1	2	1	0	0	Day 1, 20:00
3	2	3	1	5	1	0	0	Day 1, 14:00
2	2	2	2	2	2	0	0	Day 1, 18:00
3	1	2	2	5	2	1	0	Day 1, 18:00
5	1	3	1	2	2	0	0	Day 1, 20:00
2	1	3	1	3	1	0	0	Day 1, 17:00
2	1	2	2	4	2	0	0	Day 1, 17:00
3	1	2	2	3	1	1	0	Day 1, 20:00
3	1	4	1	3	1	1	0	Day 1, 20:00
3	1	2	2	3	3	0	0	Day 1, 20:00
3	1	4	1	2	2	0	0	Day 1, 17:00
2	1	2	2	4	3	1	0	Day 1, 20:00
2	1	2	2	5	3	1	0	Day 1, 20:00
2	2	3	1	5	3	1	0	Day 1, 20:00
2	1	3	1	4	2	0	0	Day 1, 17:00
1	2	4	1	2	2	0	0	Day 1, 20:00
3	1	3	1	3	1	1	0	Day 1, 19:00
1	1	4	3	4	2	1	1	Day 1, 20:00
2	1	2	2	1	3	1	0	Day 1, 19:00
1	1	2	2	1	3	0	0	Day 1, 20:00
2	1	3	1	2	1	0	0	Day 1, 19:00
1	1	2	2	2	3	0	0	Day 1, 19:00
3	1	2	2	5	3	0	0	Day 1, 19:00
2	2	2	2	3	3	1	0	Day 1, 19:00
1	2	1	3	5	1	0	1	Day 1, 20:00
2	1	1	1	3	3	0	0	Day 1, 17:00
2	1	2	2	4	3	0	0	Day 1, 20:00
3	1	4	4	3	3	0	0	Day 1, 20:00
1	1	2	2	1	2	1	0	Day 1, 19:00
1	1	3	1	3	1	1	0	Day 1, 20:00
1	1	2	2	2	3	0	0	Day 1, 15:00
2	2	2	2	1	3	0	0	Day 1, 21:00
2	1	1	1	4	2	1	0	Day 1, 21:00
2	1	2	2	2	3	0	0	Day 1, 18:00
1	1	2	2	5	3	0	0	Day 1, 18:00
2	1	2	2	3	3	0	0	Day 2, 9:00
3	2	2	2	3	3	1	0	Day 1, 21:00
5	1	3	4	5	3	1	0	Day 1, 21:00
2	2	2	2	1	3	0	0	Day 1, 21:00
3	1	3	1	5	2	0	0	Day 1, 20:00
1	1	2	2	4	3	0	0	Day 1, 21:00
2	1	2	2	1	3	1	0	Day 1, 20:00
4	1	2	2	4	1	0	0	Day 2, 2:00
2	1	2	2	2	1	1	0	Day 1, 19:00
1	1	2	1	3	1	0	0	Day 1, 20:00
3	1	2	2	2	3	0	0	Day 1, 18:00
3	1	2	2	4	3	0	0	Day 1, 20:00
2	1	3	1	5	1	0	0	Day 1, 21:00
1	1	2	2	1	3	0	0	Day 1, 21:00
2	1	2	2	3	3	0	0	Day 1, 20:00
3	2	3	1	1	3	0	0	Day 1, 18:00
2	1	2	2	3	3	0	0	Day 1, 19:00
2	3	2	2	4	3	1	0	Day 1, 21:00
1	2	2	2	1	3	0	0	Day 1, 20:00
2	1	2	2	2	3	1	0	Day 1, 21:00
1	1	2	2	4	3	0	0	Day 1, 20:00
2	1	2	1	3	3	1	1	Day 1, 21:00
2	1	3	1	1	2	0	0	Day 1, 21:00
2	1	2	2	3	3	0	0	Day 1, 21:00
2	1	2	2	4	3	0	0	Day 1, 21:00
1	2	2	2	4	2	0	0	Day 1, 21:00
1	1	2	2	3	3	0	0	Day 1, 21:00
2	2	2	2	2	3	0	0	Day 1, 18:00
1	1	3	1	5	1	0	0	Day 1, 18:00
2	1	2	2	2	3	0	0	Day 2, 11:00
3	1	4	1	3	2	0	0	Day 1, 21:00
2	1	2	2	4	3	0	0	Day 1, 20:00
2	1	2	2	4	3	0	0	Day 1, 22:00
1	1	3	1	5	2	1	0	Day 1, 22:00
3	2	2	2	5	3	0	0	Day 1, 22:00
3	1	1	1	5	2	1	0	Day 1, 22:00
2	1	2	2	5	1	1	0	Day 1, 22:00
1	1	3	1	1	1	0	0	Day 1, 19:00
2	1	2	2	4	2	1	0	Day 1, 22:00
2	1	2	2	5	3	0	0	Day 1, 22:00
3	1	1	3	2	1	0	0	Day 1, 22:00
2	1	3	1	3	1	0	0	Day 1, 22:00
1	1	2	2	5	3	0	0	Day 1, 21:00
3	1	2	2	3	3	0	0	Day 1, 22:00
2	1	3	1	1	1	0	0	Day 1, 22:00
3	1	3	1	2	1	0	0	Day 1, 22:00
2	2	2	2	1	3	0	0	Day 1, 22:00
3	1	4	4	3	3	0	0	Day 1, 22:00
2	1	2	2	5	3	0	0	Day 1, 19:00
3	1	2	1	4	2	0	0	Day 1, 21:00
2	1	2	2	2	3	0	0	Day 1, 21:00
2	1	4	4	4	3	0	0	Day 1, 22:00
1	1	2	2	2	3	0	0	Day 2, 12:00
2	1	2	2	5	3	0	0	Day 1, 22:00
2	1	2	2	5	3	0	0	Day 1, 22:00
1	1	2	2	3	3	1	0	Day 1, 22:00
2	2	3	1	4	2	1	1	Day 1, 22:00
2	1	1	1	1	1	0	1	Day 2, 11:00
1	2	2	2	2	3	1	0	Day 1, 23:00
4	2	3	1	1	1	0	0	Day 1, 23:00
1	1	2	1	5	1	0	0	Day 1, 23:00
3	1	2	2	2	3	0	0	Day 1, 20:00
2	1	2	2	5	3	0	0	Day 1, 23:00
5	1	2	2	3	3	0	0	Day 1, 23:00
2	1	2	2	3	3	0	0	Day 1, 23:00
2	1	2	2	2	3	0	0	Day 1, 23:00
2	1	4	1	4	1	0	0	Day 1, 22:00
2	2	2	2	4	3	1	0	Day 2, 8:00
2	1	3	1	2	1	0	0	Day 1, 22:00
1	1	2	2	3	3	1	0	Day 1, 20:00
3	2	1	2	4	3	0	0	Day 1, 20:00
2	1	2	2	1	3	0	0	Day 1, 23:00
2	1	3	1	2	2	0	0	Day 1, 20:00
3	1	3	1	3	2	1	0	Day 1, 22:00
2	2	3	1	2	1	0	0	Day 1, 23:00
2	2	4	4	1	3	0	0	Day 2, 13:00
2	1	3	1	4	1	1	0	Day 1, 20:00
3	1	3	1	5	1	1	0	Day 2, 11:00
2	2	2	2	2	3	1	0	Day 1, 20:00
1	1	4	1	5	2	1	0	Day 1, 21:00
2	1	3	1	4	2	0	0	Day 2, 14:00
2	1	2	2	4	3	0	0	Day 1, 23:00
1	2	2	2	3	1	1	0	Day 2, 0:00
2	1	2	2	5	3	0	0	Day 2, 0:00
2	2	2	2	1	1	0	0	Day 1, 23:00
2	2	1	2	3	3	1	0	Day 2, 0:00
2	1	2	2	2	3	0	0	Day 1, 21:00
1	1	3	2	3	1	0	1	Day 1, 21:00
3	1	2	2	5	3	0	0	Day 2, 0:00
3	1	2	2	4	3	0	0	Day 1, 23:00
2	1	2	2	2	3	0	0	Day 2, 14:00
2	1	2	2	4	3	0	0	Day 1, 23:00
2	1	2	2	4	1	0	0	Day 1, 22:00
2	2	3	1	1	1	0	0	Day 2, 15:00
2	1	2	2	5	1	0	0	Day 2, 15:00
2	1	2	2	5	3	0	0	Day 2, 1:00
3	1	3	1	4	2	0	0	Day 1, 22:00
2	1	2	2	5	3	0	0	Day 1, 22:00
3	1	2	2	3	3	0	0	Day 2, 0:00
2	1	2	2	2	3	0	0	Day 1, 22:00
1	1	2	2	1	1	0	0	Day 1, 22:00
5	1	2	2	4	2	0	0	Day 2, 1:00
1	1	2	2	4	3	0	0	Day 2, 15:00
2	1	2	2	2	3	0	0	Day 1, 22:00
2	1	3	1	2	2	0	0	Day 1, 22:00
1	1	2	2	3	3	0	0	Day 2, 0:00
2	3	1	3	3	1	0	0	Day 2, 1:00
2	2	2	2	2	3	0	0	Day 2, 2:00
2	2	4	1	2	1	0	0	Day 2, 2:00
3	1	3	1	1	2	0	0	Day 1, 23:00
2	1	4	4	4	3	0	0	Day 2, 8:00
2	2	3	1	4	3	0	0	Day 2, 11:00
4	1	3	1	4	2	0	0	Day 1, 23:00
2	2	2	2	5	3	0	0	Day 1, 23:00
2	1	2	2	3	3	0	0	Day 2, 2:00
2	1	2	2	4	3	0	0	Day 2, 14:00
1	1	3	1	4	2	0	0	Day 2, 2:00
3	1	4	4	4	3	0	0	Day 1, 23:00
2	1	2	2	1	3	0	0	Day 2, 1:00
1	1	3	1	4	1	0	0	Day 2, 0:00
3	1	2	2	1	3	0	0	Day 2, 3:00
1	1	3	1	1	2	0	0	Day 2, 3:00
2	2	2	2	2	3	0	0	Day 2, 10:00
2	1	2	2	2	3	0	0	Day 2, 9:00
3	1	3	1	4	1	0	0	Day 2, 0:00
3	1	1	3	5	1	0	0	Day 2, 3:00
2	1	3	1	1	2	0	0	Day 2, 9:00
2	1	2	2	5	3	1	0	Day 2, 2:00
2	1	3	1	1	1	0	0	Day 2, 2:00
5	1	2	2	4	3	1	0	Day 2, 3:00
3	2	2	2	2	3	0	0	Day 2, 4:00
2	1	3	1	5	1	0	0	Day 2, 9:00
2	2	2	2	1	3	0	0	Day 2, 10:00
4	1	2	2	5	3	0	0	Day 2, 9:00
2	2	2	2	2	3	0	0	Day 2, 1:00
2	2	2	2	3	3	0	0	Day 2, 1:00
2	1	2	2	5	3	0	0	Day 2, 4:00
2	1	3	1	3	1	0	0	Day 2, 10:00
3	1	3	1	4	1	0	0	Day 2, 4:00
2	2	2	2	1	3	0	0	Day 2, 1:00
3	2	2	2	3	3	0	0	Day 2, 1:00
2	1	2	2	5	1	0	0	Day 2, 4:00
2	1	2	2	3	3	0	0	Day 2, 15:00
1	2	2	2	2	3	0	0	Day 2, 10:00
3	2	2	2	2	3	0	0	Day 2, 9:00
3	1	3	1	1	1	0	0	Day 2, 5:00
2	1	3	1	2	2	0	0	Day 2, 17:00
3	1	2	2	4	3	1	0	Day 2, 10:00
2	2	2	2	1	3	0	0	Day 2, 5:00
1	2	2	2	3	3	1	0	Day 2, 2:00
1	1	2	2	5	3	0	0	Day 2, 10:00
2	1	2	2	4	3	0	0	Day 2, 5:00
2	2	2	2	1	3	0	0	Day 2, 5:00
1	1	3	1	5	3	1	0	Day 2, 12:00
2	1	2	2	2	3	0	0	Day 2, 4:00
1	2	2	2	4	2	1	0	Day 2, 5:00
2	1	3	1	3	2	0	0	Day 2, 18:00
3	2	2	2	5	2	0	0	Day 2, 5:00
1	2	2	2	1	3	1	0	Day 2, 5:00
1	1	2	2	3	3	1	0	Day 2, 5:00
1	2	2	2	5	3	1	0	Day 2, 2:00
2	2	2	2	5	3	0	0	Day 2, 5:00
2	1	2	2	2	3	0	0	Day 2, 5:00
2	2	2	2	4	3	0	0	Day 2, 5:00
2	2	2	2	5	3	0	0	Day 2, 12:00
2	1	3	1	2	2	0	0	Day 2, 6:00
2	2	2	2	1	1	0	0	Day 2, 4:00
1	2	2	2	1	3	0	0	Day 2, 6:00
3	1	3	1	1	1	1	0	Day 2, 12:00
1	1	2	2	2	3	0	0	Day 2, 6:00
2	1	2	2	4	3	0	0	Day 2, 3:00
1	2	2	2	5	3	0	0	Day 2, 6:00
3	1	2	2	5	3	0	0	Day 2, 6:00
2	1	2	2	4	3	0	0	Day 2, 6:00
3	2	2	2	3	3	0	0	Day 2, 6:00
1	1	4	4	1	3	0	0	Day 2, 6:00
5	1	2	2	4	3	0	0	Day 2, 6:00
3	1	3	2	4	1	1	1	Day 2, 6:00
2	2	2	2	1	2	0	0	Day 2, 6:00
3	2	2	2	2	2	0	0	Day 2, 6:00
2	2	2	2	4	3	0	0	Day 2, 5:00
4	2	4	1	3	1	0	0	Day 2, 12:00
1	1	3	1	3	1	0	0	Day 2, 15:00
2	2	4	4	2	3	0	0	Day 2, 5:00
2	1	2	2	1	3	0	0	Day 2, 6:00
2	2	2	2	4	3	1	0	Day 2, 5:00
1	2	2	2	1	3	0	0	Day 2, 13:00
1	2	2	2	3	1	0	0	Day 2, 4:00
1	2	2	2	2	3	0	0	Day 2, 6:00
3	1	2	2	2	3	0	0	Day 2, 12:00
2	2	3	1	4	1	0	0	Day 2, 5:00
3	1	2	2	5	3	0	0	Day 2, 6:00
2	1	2	2	3	3	0	0	Day 2, 6:00
3	2	2	2	1	3	0	0	Day 2, 6:00
2	2	2	2	2	3	0	0	Day 2, 6:00
2	1	2	2	4	3	0	0	Day 2, 16:00
1	1	2	2	5	3	0	0	Day 2, 7:00
3	2	2	2	2	3	0	0	Day 2, 7:00
3	2	2	2	2	3	0	0	Day 2, 7:00
2	1	2	2	4	3	0	0	Day 2, 7:00
3	1	2	2	4	3	1	0	Day 2, 6:00
2	2	2	2	5	3	1	0	Day 2, 7:00
3	2	2	2	4	3	0	0	Day 2, 7:00
1	2	2	2	5	3	0	0	Day 2, 7:00
3	2	2	2	3	3	0	0	Day 2, 7:00
2	2	2	2	4	3	1	0	Day 2, 7:00
1	1	2	2	2	3	1	0	Day 2, 7:00
1	2	2	2	5	3	0	0	Day 2, 7:00
3	1	2	2	1	3	0	0	Day 2, 7:00
3	1	4	1	5	1	0	0	Day 2, 11:00
2	1	2	2	2	3	0	0	Day 2, 7:00
2	2	2	2	5	3	0	0	Day 2, 7:00
4	2	2	2	2	3	0	0	Day 2, 6:00
5	1	2	2	5	3	0	0	Day 2, 7:00
5	1	2	2	2	2	0	0	Day 2, 7:00
3	2	2	2	5	3	0	0	Day 2, 7:00
3	1	2	2	1	3	0	0	Day 2, 7:00
2	1	3	1	5	1	1	0	Day 2, 13:00
3	1	2	2	4	3	0	0	Day 2, 4:00
2	2	2	2	3	3	0	0	Day 2, 7:00
2	1	3	1	2	2	0	0	Day 2, 14:00
1	2	2	2	5	3	0	0	Day 2, 7:00
2	1	2	2	1	3	0	0	Day 2, 7:00
3	1	3	1	5	1	0	0	Day 2, 7:00
1	2	2	2	5	2	1	0	Day 2, 6:00
2	2	2	2	1	3	0	0	Day 2, 6:00
2	1	2	2	5	3	0	0	Day 2, 7:00
3	2	2	2	5	3	1	0	Day 2, 7:00
3	2	2	2	3	3	1	0	Day 2, 7:00
4	1	2	2	5	2	0	0	Day 2, 7:00
2	2	2	2	1	3	0	0	Day 2, 8:00
2	1	2	2	3	3	0	0	Day 2, 7:00
2	1	2	2	3	3	0	0	Day 2, 7:00
1	2	2	2	4	3	0	0	Day 2, 4:00
3	1	2	2	4	3	0	0	Day 2, 7:00
3	2	2	2	2	3	0	0	Day 2, 6:00
1	2	2	2	4	3	0	0	Day 2, 7:00
2	2	2	2	5	3	0	0	Day 2, 6:00
3	1	1	1	5	2	0	0	Day 2, 7:00
3	2	2	2	2	3	0	0	Day 2, 7:00
2	1	2	2	4	3	0	0	Day 2, 13:00
3	1	2	2	4	3	0	0	Day 2, 7:00
1	2	2	2	2	3	1	0	Day 2, 7:00
2	1	1	3	5	1	0	0	Day 2, 13:00
2	2	2	2	1	3	0	0	Day 2, 6:00
3	1	2	2	2	3	1	0	Day 2, 7:00
3	2	2	2	5	3	1	0	Day 2, 7:00
2	2	2	2	3	3	1	0	Day 2, 7:00
2	1	2	2	3	3	0	0	Day 2, 6:00
3	2	2	2	2	3	1	0	Day 2, 7:00
2	1	2	2	3	3	1	0	Day 2, 8:00
1	2	2	2	1	3	0	0	Day 2, 8:00
2	2	2	2	2	3	0	0	Day 2, 8:00
1	1	2	2	4	3	0	0	Day 2, 8:00
2	1	2	2	4	3	0	0	Day 2, 8:00
2	2	1	2	4	2	1	1	Day 2, 8:00
5	1	2	2	5	3	0	0	Day 2, 8:00
2	2	2	2	3	3	0	0	Day 2, 8:00
3	2	4	1	2	1	0	0	Day 2, 8:00
3	2	2	2	2	3	0	0	Day 2, 7:00
2	1	2	2	3	3	0	0	Day 2, 8:00
3	2	2	2	5	3	0	0	Day 2, 7:00
1	1	2	2	3	1	0	0	Day 2, 8:00
2	1	2	2	3	3	0	0	Day 2, 5:00
2	1	2	2	5	3	0	0	Day 2, 6:00
3	1	2	2	1	3	0	0	Day 2, 8:00
3	2	2	2	2	3	1	0	Day 2, 6:00
3	1	2	2	1	3	0	0	Day 2, 8:00
3	2	2	2	4	3	1	0	Day 2, 8:00
3	2	2	2	1	2	0	0	Day 2, 8:00
3	1	2	2	2	3	1	0	Day 2, 7:00
1	1	2	2	1	3	0	0	Day 2, 8:00
2	1	2	2	2	2	0	0	Day 2, 13:00
2	1	2	2	5	3	1	0	Day 2, 13:00
2	1	2	2	4	3	0	0	Day 2, 8:00
1	2	2	2	3	3	1	0	Day 2, 8:00
1	1	3	1	1	1	0	0	Day 2, 15:00
2	1	1	1	3	3	1	0	Day 2, 8:00
1	2	2	2	3	3	1	0	Day 2, 7:00
3	2	2	2	1	3	0	0	Day 2, 8:00
3	1	2	2	5	3	0	0	Day 2, 7:00
5	2	2	2	3	3	1	0	Day 2, 8:00
1	2	2	2	2	3	0	0	Day 2, 8:00
2	1	3	1	3	1	0	0	Day 2, 8:00
3	1	2	2	4	3	0	0	Day 2, 8:00
3	2	4	1	5	1	0	1	Day 2, 8:00
2	1	2	2	3	2	0	0	Day 2, 7:00
1	2	2	2	5	3	0	0	Day 2, 8:00
2	2	3	1	4	2	0	0	Day 2, 8:00
5	2	2	2	5	3	0	0	Day 2, 8:00
2	2	2	2	2	3	0	0	Day 2, 7:00
4	2	2	2	2	2	0	0	Day 2, 8:00
2	2	2	2	5	3	0	0	Day 2, 7:00
2	1	2	2	1	3	1	0	Day 2, 7:00
5	1	2	2	2	3	0	0	Day 2, 8:00
1	1	2	2	1	3	0	0	Day 2, 8:00
2	1	4	1	2	1	0	0	Day 2, 8:00
3	2	2	2	3	3	0	0	Day 2, 8:00
2	1	3	1	2	1	0	0	Day 2, 20:00
2	2	2	2	2	3	0	0	Day 2, 8:00
3	1	2	2	2	3	1	0	Day 2, 8:00
2	2	2	2	1	3	0	0	Day 2, 7:00
1	2	2	2	1	3	0	0	Day 2, 8:00
3	2	2	2	1	3	0	0	Day 2, 8:00
3	2	2	2	5	3	0	0	Day 2, 8:00
2	1	2	2	2	1	1	0	Day 2, 6:00
3	2	2	2	1	3	1	0	Day 2, 8:00
3	1	2	2	5	3	0	0	Day 2, 7:00
2	1	2	2	5	3	1	0	Day 2, 7:00
2	1	2	2	5	3	0	0	Day 2, 13:00
3	1	2	2	2	3	0	0	Day 2, 8:00
2	2	2	2	5	3	0	0	Day 2, 5:00
3	2	2	2	5	3	0	0	Day 2, 8:00
5	2	2	2	1	3	1	0	Day 2, 5:00
2	2	2	2	5	1	0	0	Day 2, 7:00
1	1	2	2	4	3	1	0	Day 2, 5:00
5	2	2	2	2	3	0	0	Day 2, 8:00
2	2	2	2	5	3	0	0	Day 2, 8:00
1	1	2	2	4	3	0	0	Day 2, 8:00
1	2	2	2	5	3	0	0	Day 2, 8:00
5	2	2	2	2	3	0	0	Day 2, 7:00
1	2	2	2	2	3	1	0	Day 2, 8:00
1	1	2	2	5	3	0	0	Day 2, 8:00
2	1	2	2	5	3	0	0	Day 2, 6:00
4	1	2	2	5	3	1	0	Day 2, 8:00
2	2	2	2	4	3	0	0	Day 2, 8:00
2	2	2	2	5	3	0	0	Day 2, 7:00
5	2	2	2	2	3	0	0	Day 2, 8:00
3	2	2	2	5	3	0	0	Day 2, 8:00
5	2	2	2	1	3	0	0	Day 2, 9:00
2	1	2	2	5	3	0	0	Day 2, 8:00
1	1	2	2	1	3	0	0	Day 2, 9:00
2	1	2	2	4	3	0	0	Day 2, 15:00
3	1	2	2	2	3	1	0	Day 2, 8:00
2	1	3	1	2	1	0	0	Day 2, 9:00
2	2	2	2	2	3	0	0	Day 2, 14:00
3	1	2	2	3	3	1	0	Day 2, 8:00
4	1	2	2	2	3	0	0	Day 2, 9:00
3	1	2	2	3	3	0	0	Day 2, 7:00
3	1	3	1	5	1	0	0	Day 2, 7:00
3	1	2	2	4	3	0	0	Day 2, 6:00
2	1	2	2	5	3	1	0	Day 2, 9:00
4	2	2	2	4	3	0	0	Day 2, 9:00
3	2	2	2	4	3	0	0	Day 2, 8:00
3	1	2	2	1	3	0	0	Day 2, 9:00
3	2	2	2	2	3	0	0	Day 2, 6:00
1	2	2	2	1	3	0	0	Day 2, 8:00
2	1	2	2	1	3	0	0	Day 2, 9:00
1	2	2	2	3	1	0	0	Day 2, 9:00
2	1	2	2	3	3	0	0	Day 2, 8:00
2	1	3	1	2	1	1	0	Day 2, 9:00
1	1	2	2	4	3	0	0	Day 2, 9:00
5	2	2	2	5	3	0	0	Day 2, 9:00
3	1	1	3	3	3	1	0	Day 2, 9:00
2	1	2	2	2	3	0	0	Day 2, 6:00
2	1	2	2	3	1	1	0	Day 2, 8:00
2	2	2	2	2	2	0	0	Day 2, 8:00
2	1	3	1	3	1	1	0	Day 2, 8:00
3	2	2	2	5	3	0	0	Day 2, 9:00
3	2	2	2	4	3	0	0	Day 2, 8:00
3	1	2	2	5	3	0	0	Day 2, 9:00
3	1	2	2	5	3	0	0	Day 2, 9:00
1	2	2	2	2	2	0	0	Day 2, 9:00
3	1	3	1	1	1	0	0	Day 2, 9:00
1	2	2	2	3	3	0	0	Day 2, 9:00
2	2	2	2	4	3	0	0	Day 2, 9:00
2	1	2	2	5	3	0	0	Day 2, 9:00
3	2	2	2	3	3	1	0	Day 2, 8:00
3	1	2	2	5	3	0	0	Day 2, 8:00
3	1	2	2	2	1	0	0	Day 2, 9:00
2	1	2	2	2	3	0	0	Day 2, 8:00
5	1	2	2	4	3	1	0	Day 2, 9:00
1	1	3	1	2	1	0	0	Day 2, 9:00
3	1	2	2	1	3	0	0	Day 2, 9:00
1	2	2	2	2	1	0	0	Day 2, 9:00
1	1	2	2	3	3	0	0	Day 2, 9:00
1	1	2	2	3	3	0	0	Day 2, 7:00
3	1	2	2	3	3	0	0	Day 2, 8:00
1	1	3	1	4	1	0	0	Day 2, 9:00
4	1	2	2	2	3	0	0	Day 2, 14:00
1	2	2	2	3	3	0	0	Day 2, 7:00
3	1	3	1	3	2	0	0	Day 2, 9:00
2	2	2	2	4	1	0	0	Day 2, 5:00
3	2	2	2	4	3	0	0	Day 2, 8:00
5	2	2	2	5	3	1	0	Day 2, 7:00
3	2	2	2	3	3	0	0	Day 2, 9:00
2	1	2	2	2	3	0	0	Day 2, 9:00
1	2	2	2	5	3	0	0	Day 2, 6:00
1	2	2	2	5	3	0	0	Day 2, 9:00
2	1	2	2	2	3	0	0	Day 2, 9:00
2	1	2	2	2	3	0	0	Day 2, 9:00
2	1	2	2	2	3	0	0	Day 2, 9:00
2	1	4	4	3	2	1	0	Day 2, 9:00
2	2	2	2	2	3	0	0	Day 2, 9:00
3	1	2	2	1	3	0	0	Day 2, 8:00
2	2	2	2	5	3	1	0	Day 2, 9:00
1	2	2	2	2	3	0	0	Day 2, 7:00
1	2	2	2	4	3	1	0	Day 2, 6:00
2	1	2	2	1	3	0	0	Day 2, 21:00
5	2	2	2	3	3	1	0	Day 2, 9:00
2	1	2	2	1	3	1	0	Day 2, 14:00
4	1	2	2	1	2	0	0	Day 2, 8:00
3	1	3	1	1	2	0	0	Day 2, 9:00
2	1	2	2	3	3	1	0	Day 2, 14:00
3	1	2	2	4	2	0	0	Day 2, 8:00
3	1	2	2	5	3	0	0	Day 2, 8:00
3	2	2	2	4	3	1	0	Day 2, 9:00
2	2	2	2	1	3	1	0	Day 2, 9:00
1	2	2	2	3	3	0	0	Day 2, 9:00
2	2	2	2	5	3	1	0	Day 2, 9:00
2	2	2	2	5	3	0	0	Day 2, 9:00
3	2	2	2	4	1	0	0	Day 2, 9:00
2	2	2	2	4	3	0	0	Day 2, 9:00
2	1	2	2	4	3	0	0	Day 2, 16:00
1	2	4	4	3	3	0	0	Day 2, 9:00
5	1	3	2	1	1	0	1	Day 2, 7:00
3	2	2	2	5	3	0	0	Day 2, 9:00
2	1	1	2	2	1	0	0	Day 2, 9:00
1	1	2	2	2	3	0	0	Day 2, 8:00
3	2	2	2	4	1	0	0	Day 2, 9:00
2	1	2	2	1	2	0	0	Day 2, 9:00
1	1	2	2	2	3	0	0	Day 2, 9:00
2	1	1	1	5	1	1	1	Day 2, 9:00
2	2	1	1	1	2	0	0	Day 2, 8:00
1	1	3	1	3	1	0	0	Day 2, 8:00
1	2	2	2	5	3	0	0	Day 2, 9:00
2	2	2	2	2	3	0	0	Day 2, 8:00
2	2	2	2	3	3	0	0	Day 2, 6:00
5	2	2	2	3	3	0	0	Day 2, 8:00
2	1	2	2	2	3	0	0	Day 2, 9:00
2	2	2	2	2	3	0	0	Day 2, 9:00
3	2	2	2	1	3	0	0	Day 2, 9:00
2	1	2	2	4	3	1	0	Day 2, 6:00
1	1	2	2	1	2	0	0	Day 2, 9:00
1	1	2	2	5	3	1	0	Day 2, 9:00
2	1	2	2	1	3	0	0	Day 2, 8:00
2	2	2	2	2	3	0	0	Day 2, 9:00
2	1	2	2	5	3	0	0	Day 2, 9:00
3	2	2	2	5	3	0	0	Day 2, 8:00
1	1	2	2	4	3	0	0	Day 2, 8:00
3	2	2	2	2	3	0	0	Day 2, 6:00
2	2	2	2	4	3	1	0	Day 2, 8:00
2	2	2	2	5	3	0	0	Day 2, 6:00
2	2	2	2	2	3	0	0	Day 2, 9:00
2	2	2	2	1	3	0	0	Day 2, 6:00
2	1	3	1	2	1	0	0	Day 2, 9:00
1	2	2	2	2	3	0	0	Day 2, 9:00
2	2	2	2	4	3	0	0	Day 2, 8:00
1	1	2	1	5	2	0	0	Day 2, 8:00
2	1	2	2	2	3	1	0	Day 2, 9:00
2	1	3	1	5	1	0	0	Day 2, 9:00
1	1	2	2	4	3	1	0	Day 2, 10:00
2	1	3	1	2	2	0	0	Day 2, 10:00
2	1	3	1	2	2	0	0	Day 2, 10:00
1	2	2	2	2	3	0	0	Day 2, 10:00
2	2	2	2	2	3	0	0	Day 2, 10:00
3	2	2	2	1	3	0	0	Day 2, 8:00
1	2	2	2	3	3	1	0	Day 2, 10:00
2	1	2	2	5	3	1	0	Day 2, 10:00
2	1	2	2	3	1	1	0	Day 2, 9:00
2	2	2	2	5	1	1	0	Day 2, 10:00
1	1	3	1	4	1	1	0	Day 2, 9:00
2	1	2	2	2	3	0	0	Day 2, 10:00
2	2	2	2	1	3	0	0	Day 2, 10:00
3	1	2	2	5	3	1	0	Day 2, 8:00
2	1	2	2	4	3	0	0	Day 2, 8:00
3	2	2	2	2	3	0	0	Day 2, 10:00
3	2	2	2	1	3	0	0	Day 2, 9:00
2	1	2	2	4	3	0	0	Day 2, 10:00
2	1	2	2	4	3	0	0	Day 2, 15:00
2	2	3	1	3	1	0	0	Day 2, 10:00
3	1	2	2	1	3	0	0	Day 2, 7:00
3	1	2	2	2	3	0	0	Day 2, 10:00
2	1	2	2	4	3	0	0	Day 2, 10:00
2	1	3	1	5	1	0	0	Day 2, 10:00
3	2	2	2	4	3	0	0	Day 2, 10:00
3	1	2	2	1	3	0	0	Day 2, 10:00
2	2	2	2	1	3	0	0	Day 2, 8:00
2	1	3	1	5	3	1	0	Day 2, 10:00
2	1	2	2	2	3	1	0	Day 2, 10:00
3	1	1	2	2	1	0	0	Day 2, 10:00
2	1	2	2	4	3	0	0	Day 2, 10:00
2	1	2	2	1	3	0	0	Day 2, 10:00
3	2	2	2	3	3	0	0	Day 2, 7:00
2	1	2	2	1	3	0	0	Day 2, 10:00
